Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3600,3450,30 Dec 2023
2,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3700,3550,29 Dec 2023
3,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3500,3800,3650,28 Dec 2023
4,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3700,3550,27 Dec 2023
5,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3500,3700,3600,26 Dec 2023
6,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3600,3500,25 Dec 2023
7,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3600,3450,23 Dec 2023
8,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3600,3450,22 Dec 2023
9,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3500,3800,3650,21 Dec 2023
10,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3700,3550,20 Dec 2023
11,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3500,3700,3600,19 Dec 2023
12,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3700,3550,18 Dec 2023
13,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3600,3500,16 Dec 2023
14,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,15 Dec 2023
15,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3600,3500,13 Dec 2023
16,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3600,3450,12 Dec 2023
17,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3700,3550,11 Dec 2023
18,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3600,3450,09 Dec 2023
19,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3500,3700,3600,08 Dec 2023
20,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3600,3500,07 Dec 2023
21,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3700,3550,06 Dec 2023
22,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,05 Dec 2023
23,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3600,3450,04 Dec 2023
24,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3700,3550,30 Nov 2023
25,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3500,3800,3650,29 Nov 2023
26,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3500,3800,3650,28 Nov 2023
27,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3600,3450,27 Nov 2023
28,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3700,3500,25 Nov 2023
29,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3600,3450,24 Nov 2023
30,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3500,3700,3600,23 Nov 2023
31,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3600,3500,22 Nov 2023
32,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3600,3450,21 Nov 2023
33,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3700,3500,20 Nov 2023
34,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3600,3450,18 Nov 2023
35,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,17 Nov 2023
36,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3600,3500,15 Nov 2023
37,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3600,3450,14 Nov 2023
38,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,11 Nov 2023
39,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,10 Nov 2023
40,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,09 Nov 2023
41,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3600,3500,08 Nov 2023
42,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3600,3450,07 Nov 2023
43,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,06 Nov 2023
44,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,04 Nov 2023
45,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,03 Nov 2023
46,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3500,3300,02 Nov 2023
47,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,01 Nov 2023
48,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3500,3300,31 Oct 2023
49,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,30 Oct 2023
50,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,28 Oct 2023
51,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3300,3200,27 Oct 2023
52,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,26 Oct 2023
53,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,25 Oct 2023
54,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3250,3450,3350,24 Oct 2023
55,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,23 Oct 2023
56,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,21 Oct 2023
57,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3350,3450,3400,20 Oct 2023
58,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3250,3450,3350,19 Oct 2023
59,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,18 Oct 2023
60,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3400,3600,3500,17 Oct 2023
61,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3350,3450,3400,16 Oct 2023
62,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3400,3350,14 Oct 2023
63,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,13 Oct 2023
64,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,12 Oct 2023
65,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3500,3350,11 Oct 2023
66,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,10 Oct 2023
67,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3400,3350,09 Oct 2023
68,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,07 Oct 2023
69,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3500,3350,06 Oct 2023
70,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,04 Oct 2023
71,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3400,3250,03 Oct 2023
72,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,02 Oct 2023
73,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,30 Sep 2023
74,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3500,3350,29 Sep 2023
75,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,28 Sep 2023
76,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3400,3250,27 Sep 2023
77,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,26 Sep 2023
78,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,25 Sep 2023
79,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3500,3350,23 Sep 2023
80,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,22 Sep 2023
81,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,21 Sep 2023
82,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3500,3350,20 Sep 2023
83,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,19 Sep 2023
84,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,18 Sep 2023
85,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3500,3350,16 Sep 2023
86,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,15 Sep 2023
87,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,14 Sep 2023
88,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3300,3200,13 Sep 2023
89,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,12 Sep 2023
90,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3300,3200,11 Sep 2023
91,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,09 Sep 2023
92,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,08 Sep 2023
93,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,06 Sep 2023
94,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3500,3350,05 Sep 2023
95,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,04 Sep 2023
96,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,02 Sep 2023
97,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3400,3250,01 Sep 2023
98,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,31 Aug 2023
99,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3400,3250,30 Aug 2023
100,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3300,3150,29 Aug 2023
101,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3400,3200,28 Aug 2023
102,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3300,3200,26 Aug 2023
103,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,25 Aug 2023
104,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,24 Aug 2023
105,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,23 Aug 2023
106,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3300,3200,22 Aug 2023
107,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3300,3250,21 Aug 2023
108,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3150,3250,3200,19 Aug 2023
109,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,18 Aug 2023
110,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3300,3500,3400,17 Aug 2023
111,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,14 Aug 2023
112,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3500,3350,12 Aug 2023
113,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3250,3350,3300,11 Aug 2023
114,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3300,3250,10 Aug 2023
115,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3500,3350,09 Aug 2023
116,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3300,3200,08 Aug 2023
117,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3500,3300,07 Aug 2023
118,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3400,3200,05 Aug 2023
119,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3050,3350,3200,04 Aug 2023
120,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3400,3200,03 Aug 2023
121,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3400,3250,02 Aug 2023
122,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3300,3200,01 Aug 2023
123,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3400,3200,31 Jul 2023
124,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3300,3150,29 Jul 2023
125,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3400,3250,28 Jul 2023
126,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3400,3200,27 Jul 2023
127,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3300,3150,26 Jul 2023
128,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3400,3200,25 Jul 2023
129,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3400,3150,24 Jul 2023
130,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,22 Jul 2023
131,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3400,3150,21 Jul 2023
132,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3400,3200,20 Jul 2023
133,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3300,3150,19 Jul 2023
134,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,18 Jul 2023
135,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3400,3200,17 Jul 2023
136,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3300,3200,15 Jul 2023
137,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3150,3350,3250,14 Jul 2023
138,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3300,3200,13 Jul 2023
139,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3300,3200,12 Jul 2023
140,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3400,3300,11 Jul 2023
141,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3200,3500,3350,10 Jul 2023
142,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3400,3250,08 Jul 2023
143,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3300,3100,07 Jul 2023
144,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,06 Jul 2023
145,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3400,3250,05 Jul 2023
146,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3300,3150,04 Jul 2023
147,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,03 Jul 2023
148,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3400,3250,01 Jul 2023
149,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3300,3100,30 Jun 2023
150,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3100,3000,29 Jun 2023
151,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3200,3050,28 Jun 2023
152,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,27 Jun 2023
153,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,26 Jun 2023
154,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3100,3000,24 Jun 2023
155,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3300,3150,23 Jun 2023
156,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3100,3300,3200,22 Jun 2023
157,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3100,3000,21 Jun 2023
158,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,20 Jun 2023
159,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,19 Jun 2023
160,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3300,2950,17 Jun 2023
161,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,16 Jun 2023
162,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3050,3250,3150,15 Jun 2023
163,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3200,3050,14 Jun 2023
164,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3200,3050,13 Jun 2023
165,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3300,3150,12 Jun 2023
166,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3300,3150,10 Jun 2023
167,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3300,3150,09 Jun 2023
168,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3300,3150,08 Jun 2023
169,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3200,3050,07 Jun 2023
170,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3300,3150,06 Jun 2023
171,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3300,3100,05 Jun 2023
172,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3200,3100,03 Jun 2023
173,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,02 Jun 2023
174,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3200,3100,01 Jun 2023
175,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3300,3150,31 May 2023
176,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,30 May 2023
177,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3200,3050,29 May 2023
178,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,27 May 2023
179,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3300,3100,26 May 2023
180,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3400,3200,25 May 2023
181,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,24 May 2023
182,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,23 May 2023
183,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3200,3050,22 May 2023
184,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,20 May 2023
185,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2950,3150,3100,19 May 2023
186,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2950,3150,3100,18 May 2023
187,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,17 May 2023
188,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3000,2950,16 May 2023
189,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2800,3000,2900,15 May 2023
190,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,13 May 2023
191,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3100,3050,12 May 2023
192,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,11 May 2023
193,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2800,2900,2850,10 May 2023
194,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2700,2800,2750,09 May 2023
195,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3100,3000,08 May 2023
196,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2900,3000,2950,06 May 2023
197,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2950,3150,3050,05 May 2023
198,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,2950,3150,3050,04 May 2023
199,Pune,Pune,Bajra(Pearl Millet/Cumbu),Other,FAQ,3000,3200,3100,03 May 2023
